param_clf__max_features,param_clf__min_samples_leaf,param_selector__C,param_selector__l1_ratio,param_selector__top_k,mean_test_score,std_test_score,rank_test_score,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_fit_time,mean_score_time
sqrt,1,0.0464159,0.7,50,0.5433333333333332,0.11382247385975915,716,0.45,0.6166666666666667,0.7166666666666667,0.5333333333333333,0.4,0.4989232063293457,0.021200180053710938
sqrt,1,0.0464159,0.9,5,0.5900000000000001,0.13106402167558334,572,0.75,0.7166666666666667,0.45,0.43333333333333335,0.6000000000000001,0.4852100372314453,0.021000194549560546
sqrt,1,0.0464159,0.9,10,0.5766666666666667,0.045460605656619524,612,0.55,0.6166666666666667,0.6,0.6166666666666667,0.5,0.4872303485870361,0.021198368072509764
sqrt,1,0.0464159,0.9,20,0.4166666666666667,0.1247219128924647,785,0.3666666666666667,0.45,0.5333333333333333,0.5333333333333333,0.2,0.49402146339416503,0.02115931510925293
sqrt,1,0.0464159,0.9,50,0.5433333333333332,0.11382247385975915,716,0.45,0.6166666666666667,0.7166666666666667,0.5333333333333333,0.4,0.4994936943054199,0.02127690315246582
sqrt,1,0.16681,0.1,5,0.5466666666666666,0.1185092588975412,699,0.6333333333333333,0.7333333333333334,0.43333333333333335,0.43333333333333335,0.5,0.5298012733459473,0.021042871475219726
sqrt,1,0.16681,0.1,10,0.6433333333333333,0.06960204339273701,395,0.5333333333333333,0.7333333333333334,0.6166666666666667,0.6333333333333333,0.7,0.5338677406311035,0.021156978607177735
sqrt,1,0.16681,0.1,20,0.7399999999999999,0.08730533902472531,95,0.6333333333333333,0.8166666666666667,0.6333333333333333,0.8166666666666667,0.8,0.5368345737457275,0.021129369735717773
sqrt,1,0.16681,0.1,50,0.7733333333333333,0.09752492558885195,16,0.6166666666666667,0.8166666666666667,0.7166666666666667,0.8166666666666667,0.9,0.5418627738952637,0.02116384506225586
sqrt,1,0.16681,0.3,5,0.6033333333333333,0.11850925889754119,513,0.6333333333333333,0.7333333333333334,0.7166666666666667,0.43333333333333335,0.5,0.5339127063751221,0.021041250228881835
sqrt,1,0.16681,0.3,10,0.65,0.08563488385776755,372,0.5333333333333333,0.65,0.6333333333333333,0.6333333333333333,0.8,0.537214708328247,0.02096266746520996
sqrt,1,0.16681,0.3,20,0.7566666666666666,0.07195677714974302,40,0.7166666666666667,0.8166666666666667,0.6333333333333333,0.8166666666666667,0.8,0.5429717540740967,0.021373987197875977
sqrt,1,0.16681,0.3,50,0.7766666666666666,0.07195677714974302,13,0.8166666666666667,0.8166666666666667,0.6333333333333333,0.8166666666666667,0.8,0.5474587440490722,0.021198415756225587
