param_clf__shrink_threshold,param_selector__C,param_selector__l1_ratio,param_selector__top_k,mean_test_score,std_test_score,rank_test_score,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_fit_time,mean_score_time
,0.599484,0.3,5,0.6133333333333333,0.07408703590297623,482,0.5666666666666667,0.55,0.6666666666666666,0.7333333333333334,0.55,0.11412520408630371,0.0012543201446533203
,0.599484,0.3,10,0.7366666666666666,0.11372481406154653,62,0.8333333333333333,0.8166666666666667,0.6333333333333333,0.8333333333333333,0.5666666666666667,0.1140869140625,0.0012044906616210938
,0.599484,0.3,20,0.7133333333333333,0.10241527663824809,142,0.8166666666666667,0.8166666666666667,0.7333333333333334,0.65,0.55,0.11420340538024902,0.0011981010437011718
,0.599484,0.3,50,0.7066666666666667,0.06463573143221772,159,0.7166666666666667,0.8166666666666667,0.7166666666666667,0.65,0.6333333333333333,0.11387114524841309,0.0011908531188964844
,0.599484,0.5,5,0.5666666666666667,0.08563488385776752,513,0.5666666666666667,0.55,0.45,0.7166666666666667,0.55,0.12068014144897461,0.0011928558349609375
,0.599484,0.5,10,0.6799999999999999,0.1717232916318834,295,0.75,0.8166666666666667,0.6333333333333333,0.8333333333333333,0.3666666666666667,0.12066354751586914,0.001195383071899414
,0.599484,0.5,20,0.73,0.09797958971132714,73,0.9,0.7333333333333334,0.6333333333333333,0.75,0.6333333333333333,0.12083754539489747,0.0012305259704589843
,0.599484,0.5,50,0.6900000000000001,0.08856886837057615,236,0.7166666666666667,0.8166666666666667,0.6166666666666667,0.5666666666666667,0.7333333333333334,0.12110238075256348,0.0012159347534179688
,0.599484,0.7,5,0.55,0.05868938953886335,524,0.5666666666666667,0.55,0.45,0.6333333333333333,0.55,0.14266667366027833,0.0011951923370361328
,0.599484,0.7,10,0.6799999999999999,0.1717232916318834,295,0.75,0.8166666666666667,0.6333333333333333,0.8333333333333333,0.3666666666666667,0.14243707656860352,0.0011992931365966796
